name,year,individual,teamwork,skill potential,pressure handling,game initiative,survivor,racing,ffa,main server,living continent,personality influence,title
Ninjafood,2012,7,8,6,8,7,8,6,7,E1,NA,8
Ninjafood,2017,6,7,6,10,6,6,6,7,E2,NA,7
Ninjafood,2020,7,7,7,10,7,7,7,7,E2,NA,6
Ninjafood,2012,8,10,8,10,7,10,7,7,E1,NA,8,The Helix
Onkei,2014,9,8,8,7,8,10,9,10,E2,EU,7
Onkei,2017,8,8,7,7,8,8,9,9,E2,EU,7
Onkei,2020,8,7,7,8,10,8,8,10,E1,EU,8
Onkei,2015,10,7,8,10,8,10,9,10,E2,EU,8,Hat Tricker
Cesnica,2015,5,7,9,6,6,5,5,5,E2,NA,5
Cesnica,2016,8,10,10,9,8,8,8,10,E2,NA,7,Player of the Year
Cesnica,2017,7,10,10,7,7,6,7,9,E2,NA,5
Cesnica,2019,7,10,8,9,8,7,7,10,E2,NA,5
Tomstoms,2015,6,9,6,8,8,6,6,8,E1,EU,5
Tomstoms,2017,6,8,6,6,7,6,6,7,E2,EU,5
Tomstoms,2020,6,7,6,8,7,6,6,7,E1,EU,5
Tomstoms,2015,7,8,7,9,8,7,7,8,E2,EU,4,Team Overtime
Angelsonali,2014,6,6,7,7,6,5,5,7,E2,EU,3
Angelsonali,2017,7,7,5,8,6,5,5,10,E2,EU,7
Angelsonali,2016,8,8,7,9,7,6,6,10,E2,EU,7,Unkillable
Rightway,2013,7,7,6,7,7,7,6,7,E2,AS,6
Rightway,2017,8,9,7,8,8,10,7,10,E2,AS,5
Rightway,2020,9,8,8,7,10,9,8,9,E2,AS,6
Rightway,2016,9,9,7,9,8,10,7,10,E2,AS,5,Big Brother Winner
Poderosocta,2017,8,8,7,7,8,8,9,8,E2,LA,6
Poderosocta,2016,8,8,8,8,8,8,10,7,BR,LA,5,God Mode
Bawrbow,2012,6,6,8,7,7,7,7,7,E1,NA,7
Bawrbow,2017,9,7,7,8,9,8,8,8,E2,NA,9
Bawrbow,2019,8,6,6,8,8,8,8,8,E2,NA,8
Bawrbow,2016,9,7,10,9,9,8,9,8,E2,NA,8,Big Brother Finalist
Santaishcool,2016,8,10,9,10,8,8,8,10,E2,NA,8,Team of the Year
Santaishcool,2017,7,9,7,9,7,6,7,8,E2,NA,8,
Santaishcool,2019,6,7,4,8,6,6,5,8,E2,NA,6
Santaishcool,2016,7,10,6,10,7,6,6,10,E2,NA,8,Killer of Killers Finalist
Electrusbolt,2012,8,7,8,8,8,9,8,7,E1,NA,7
Electrusbolt,2017,7,6,5,7,6,7,7,6,E2,NA,7
Electrusbolt,2020,7,7,6,8,8,8,8,6,E2,NA,6
Electrusbolt,2012,8,7,8,8,9,9,9,7,E1,NA,8,God Mode
Micecheese,2013,8,8,8,7,8,8,10,7,E2,NA,8
Micecheese,2015,7,8,7,7,7,7,9,7,E2,NA,6
Micecheese,2015,9,8,10,7,9,8,9,8,E2,NA,7,The Ultimate Challenger
Micecheese,2020,8,7,8,6,9,7,8,9,E2,NA,5
Loqocious,2014,7,7,8,5,7,8,8,8,E1,NA,6
Loqocious,2016,8,8,10,7,10,9,9,8,E2,NA,9,Most Improved Player of the Year
Loqocious,2017,8,7,7,6,7,7,9,8,E2,NA,6
Wizette,2014,6,7,7,8,7,10,6,8,E2,EU,5
Wizette,2016,7,8,9,8,7,10,6,9,E2,EU,6,In Form
Swettue,2016,7,8,6,7,7,10,8,7,E2,EU,7
Jayheather,2017,6,9,7,8,8,5,6,8,E2,NA,6
Jayheather,2018,6,8,6,8,6,5,7,8,E2,NA,7
Cutiel,2012,5,6,6,5,6,4,5,6,E1,NA,7
Cutiel,2017,6,7,7,7,7,5,7,6,E1,NA,6
Gilcatmey,2015,8,8,7,8,8,7,9,7,E2,LA,8
Gilcatmey,2016,8,10,8,10,9,8,9,8,E2,LA,9,Most Improved Player of the Year
Gilcatmey,2017,7,8,7,7,8,7,8,6,E2,LA,8
Gilcatmey,2015,8,10,8,8,8,7,10,8,E2,LA,7,Gil & Ban
Bannanalord,2013,7,6,7,6,7,7,8,6,E2,NA,9
Bannanalord,2015,8,7,7,7,8,7,9,7,E2,NA,8
Bannanalord,2015,8,8,7,8,8,7,9,8,E2,NA,8,Gil & Ban
Mrchewypants,2013,7,7,7,7,7,7,8,6,E1,NA,6
Mrchewypants,2017,7,8,7,8,7,8,8,7,E1,NA,4
Mrchewypants,2016,7,9,7,8,7,8,8,7,E1,NA,4,Birthday Party Winner
Pie,2017,5,7,6,9,7,6,6,7,E2,NA,4
Pie,2020,6,6,6,9,8,6,7,6,E2,NA,4
Tinkmouselol,2012,3,5,4,5,6,6,4,5,E1,NA,7
Tinkmouselol,2018,5,5,5,6,5,6,4,5,E2,NA,6
Dancingisfun,2015,4,5,6,4,5,4,3,5,E1,NA,8
Halowarman,2012,7,7,7,7,8,7,7,9,E1,NA,7
